id,retweet_id,twitter_id,user_id,text,language,screen_name,location,in_reply_to_status_id,in_reply_to_user_id,retweet_user_id,truncated,in_reply_to_screen_name,created_at,retweet_count,lat,lon,profile_image_url,source,retweeted,coordinates,favorited,geo,place,in_reply_to_calc,id,user_id,verified,profile_image_url,geo_enabled,followers_count,protected,location,listed_count,utc_offset,statuses_count,description,friends_count,screen_name,lang,favourites_count,name,url,created_at,time_zone,grabbed,name,screen_name,type
4458,0,265613503564484608,15373108,"RT @AlexaMorales: Remember to vote YES on proposition 34, California! End the death penalty now! #Prop34",NULL,margotfriedman,NULL,NULL,NULL,NULL,0,,"2012-11-06 00:36:08",1,NULL,NULL,NULL,web,0,NULL,0,NULL,NULL,AlexaMorales,1947,15373108,0,http://a0.twimg.com/profile_images/56484190/Picture_007_normal.jpg,0,1019,0,DC,48,-18000,2889,"Op ed writing for nonprofits. Please like Op Ed Talk with Margot on Facebook.  ",2001,margotfriedman,en,2,"Margot Friedman",http://www.dupontcirclecommunications.com,"2008-07-10 02:27:11","Eastern Time (US & Canada)",1,NULL,NULL,NULL
4478,0,265631576396808192,426025966,"U.S.: As Californians weigh Proposition 34, a look at life on death row http://t.co/EeeTltLd",NULL,MiiWeApp,NULL,NULL,NULL,NULL,0,,"2012-11-06 01:47:57",0,NULL,NULL,NULL,Flipboard,0,NULL,0,NULL,NULL,,4478,426025966,0,http://a0.twimg.com/profile_images/1775762502/single_logo_normal.jpg,0,116,0,"New York City",1,-18000,4645,"Started in January 2012, MiiWe App for the iPad will deliver news like no other, revolutionizing the way we read and consume pertinent information everyday.  ",555,MiiWeApp,en,0,MiiWeApp,http://www.MiiWe.com,"2011-12-01 19:02:02","Eastern Time (US & Canada)",1,NULL,NULL,NULL
4486,0,265643902214742016,776165785,"RT @ClaraMcGregor: I really hope Californians make the right choice and vote yes on prop. 34, abolishing the death penalty in California ...",NULL,TinyTiernan,NULL,NULL,NULL,NULL,0,,"2012-11-06 02:36:56",1,NULL,NULL,NULL,"Twitter for BlackBerry®",0,NULL,0,NULL,NULL,ClaraMcGregor,4486,776165785,0,http://a0.twimg.com/profile_images/2535233521/IMG00002-20120823-1609_normal.jpg,1,19,0,Sheffield,0,0,1003,"Are you there, world? It's me, Margaret. Just keeping an eye on things. ",189,TinyTiernan,en,14,"Tiny Tiernan",,"2012-08-23 15:10:59",,1,NULL,NULL,NULL
4493,0,265646885497344000,25743681,"Learn about Proposition 34, and please join me on voting YES http://t.co/jK8bYrxD",NULL,Kacyonfire,NULL,NULL,NULL,NULL,0,,"2012-11-06 02:48:47",0,NULL,NULL,NULL,web,0,NULL,0,NULL,...,,4493,25743681,0,http://a0.twimg.com/profile_images/2812907541/09a935b5f8c028b6753b46a6d4e39b04_normal.jpeg,1,62,0,"Northern California",2,-28800,11779,"Live. Love. Burn. Die.",84,Kacyonfire,en,1,Kacy,,"2009-03-21 23:07:48","Pacific Time (US & Canada)",1,NULL,NULL,NULL
4534,0,265691512698982401,767055151,"Proposition 34 death penalty : ✔ kill the mofo ✖Let the mofo live",NULL,brittprimer,NULL,NULL,NULL,NULL,0,,"2012-11-06 05:46:07",0,NULL,NULL,NULL,"Twitter for iPad",0,NULL,0,NULL,NULL,,4534,767055151,0,http://a0.twimg.com/profile_images/2799930146/2c2e7e567de26ceaa7b40645e43cdf9c_normal.jpeg,1,121,0,"BAY AREA",0,-28800,907,"Brittney Paige Primer // Jan 25 // instagram: brittprimer ",94,brittprimer,en,222,"Brittney Primer",,"2012-08-19 06:30:50","Pacific Time (US & Canada)",1,NULL,NULL,NULL
4546,0,265713142733078528,278407505,"Yes:  Props 30, 34, 36, 37, 38, 39, 40
No:   Props  31, 32, 33, 35",NULL,artjcatalan,NULL,NULL,NULL,NULL,0,,"2012-11-06 07:12:04",0,NULL,NULL,NULL,"Tweet Button",0,NULL,0,NULL,NULL,,4546,278407505,0,http://a0.twimg.com/profile_images/2635674182/2295d83e3183c4dd5d97cacb25d688fc_normal.jpeg,1,8,0,,0,-28800,207,,21,artjcatalan,en,4,"Art Catalán",,"2011-04-07 06:36:51","Pacific Time (US & Canada)",1,NULL,NULL,NULL
4547,0,265713553347080193,383841877,"RT @thedailybeast: As Californians weigh Proposition 34, a look at life on death row http://t.co/n8KioGXO",NULL,planetmars2012,NULL,NULL,NULL,NULL,0,,"2012-11-06 07:13:42",11,NULL,NULL,NULL,Flipboard,0,NULL,0,NULL,NULL,thedailybeast,4547,383841877,0,http://a0.twimg.com/profile_images/2347521999/image_normal.jpg,0,115,0,"Istanbul, Turkey ",1,-18000,6450,"If you aren't Turkish,then prounouce my name as follows: Mar.Wa.

Skype: merve.karan. ",250,planetmars2012,en,1105,"Merve ",http://www.facebook.com/mkaran1993,"2011-10-02 16:26:19","Eastern Time (US & Canada)",1,NULL,NULL,NULL
4564,0,265806280684343297,40421191,"I want to find an exit poller and tell them I voted for prop. 343, bob dole, and elmo today. But all I see is old people. #election2012",NULL,RedLightningENT,NULL,NULL,NULL,NULL,0,,"2012-11-06 13:22:10",0,NULL,NULL,NULL,"Twitter for Android",0,NULL,0,NULL,NULL,,4564,40421191,0,http://a0.twimg.com/profile_images/1090788614/image_normal.jpg,1,11,0,"Aurora,IL",0,-21600,537,"The Future WWE Raw GM, and the one who proves you wrong. ",51,RedLightningENT,en,2,"Rich The Main Event",http://youtube.com/redlightningent,"2009-05-16 06:12:35","Central Time (US & Canada)",1,NULL,NULL,NULL
4574,0,265824532634406913,31637577,"MoveOn members are recommending ""Yes"" votes on Propositions 30, 34, 36 &amp; 37 &amp;  ""No"" vote on Proposition 32. #Obama2012 @JerryTetalman #CA49",NULL,sweetangelface,NULL,NULL,NULL,NULL,0,,"2012-11-06 14:34:42",0,NULL,NULL,NULL,TweetDeck,0,NULL,0,NULL,NULL,,4574,31637577,0,http://a0.twimg.com/profile_images/2812458270/51656d3df5bc47dcfd1063fa9c99072b_normal.png,0,2137,0,"World Wide ",98,-28800,16275,"#PRODUCER #ACTOR #DIRECTOR #WRITER Friend Thinker 
Loved One Reader HIGHLY CEATIVE & BALANCED HUMAN BEING! #DrWho TRUTH OUT! Love people who converse!",2343,sweetangelface,en,153,"Special C.",http://SweetAngelfaceAlways.tumblr.com,"2009-04-16 04:07:01","Pacific Time (US & Canada)",1,"Special C.",sweetangelface,mention
4576,0,265826249438547969,26822709,"RT @sweetangelface: #CA MoveOn members recommending ""Yes"" votes on Propositions 30, 34, 36 &amp; 37 &amp; ""No"" vote on Proposition 32. # ...",NULL,happyloner,NULL,NULL,NULL,NULL,0,,"2012-11-06 14:41:31",0,NULL,NULL,NULL,"Twitter for iPhone",0,NULL,0,NULL,NULL,sweetangelface,3595,26822709,0,http://a0.twimg.com/profile_images/2550460356/image_normal.jpg,1,1586,0,,34,0,18085,"Of course I'm a Liberal. And no you can't wash my mouth out with soap. ",1672,happyloner,en,7249,Sarah,,"2009-03-26 19:11:35",,1,NULL,NULL,NULL
4579,0,265827003800895488,31542460,"RT @thedailybeast: As Californians weigh Proposition 34, a look at life on death row http://t.co/n8KioGXO",NULL,emrldcitychick,NULL,NULL,NULL,NULL,0,,"2012-11-06 14:44:31",12,NULL,NULL,NULL,Flipboard,0,NULL,0,NULL,NULL,thedailybeast,4579,31542460,0,http://a0.twimg.com/profile_images/2694447655/a1ba46c82f47de456be4e8c7a0a35a88_normal.png,0,598,0,"Washington, D.C.",32,-18000,11343,"@USFWSHQ new media specialist, @GeorgetownCCT student, wife, avid reader, cat lover, all-around nice gal ready for the zombie apocalypse. Opinions are my own.",530,emrldcitychick,en,7,"Dorothy Amatucci",http://dotsmatrix.tumblr.com/,"2009-04-15 22:25:07","Eastern Time (US & Canada)",1,NULL,NULL,NULL
4580,0,265827918578597888,558251172,"RT @sweetangelface: #CA MoveOn members recommending ""Yes"" votes on Propositions 30, 34, 36 &amp; 37 &amp; ""No"" vote on Proposition 32. # ...",NULL,TuxcedoCat,NULL,NULL,NULL,NULL,0,,"2012-11-06 14:48:09",1,NULL,NULL,NULL,"Twitter for iPad",0,NULL,0,NULL,NULL,sweetangelface,2768,558251172,0,http://a0.twimg.com/profile_images/2764961024/96d66a281fb789d7db455ecdc386ceb6_normal.png,0,1609,0,"Golden State of mind",35,-28800,23083,"I follow cool cats and support Democrats. Re-Elect President Obama. Keep Senate.Take Back House. Protect Women's Rights!",1199,TuxcedoCat,en,7876,"RB Obama Blair ",,"2012-04-20 00:07:07","Pacific Time (US & Canada)",1,"RB Obama Blair ",TuxcedoCat,mention
4583,0,265831970737635328,18229317,"YES on Props 30, 34, 37. Hell NO on Prop 32. Vote for @BobFilnerMayor, @ScottPetersSD and @MartyBlock4SD39. Go vote! http://t.co/9KzogCaJ",NULL,lemonverbena_,NULL,NULL,NULL,NULL,0,,"2012-11-06 15:04:15",0,NULL,NULL,NULL,web,0,NULL,0,NULL,NULL,,4583,18229317,0,http://a0.twimg.com/profile_images/2262007762/Seahawks_wingdings_normal.jpg,0,257,0,"lower left-hand corner",9,-28800,3892,"Californian/Washingtonian. All updates and statements are fictional, as far as you know. RIP @fakecasbah",202,lemonverbena_,en,40,lemonverbena,,"2008-12-19 00:03:04","Pacific Time (US & Canada)",1,NULL,NULL,NULL
4589,0,265842249311588355,209128807,"Wish I had a dignity measure to vote for, but I will happily take a repeal of the death penalty. Voting so I can say YES on Props 34 and 36.",NULL,itsalldhamma,NULL,NULL,NULL,NULL,0,,"2012-11-06 15:45:06",0,NULL,NULL,NULL,web,0,NULL,0,NULL,NULL,,4589,209128807,0,http://a0.twimg.com/profile_images/2287827756/jmcvhcolag1clrs8ihzq_normal.jpeg,0,532,0,"Claremont, CA",39,-28800,1461,"Dharma practitioner, #chaplain in training, doctoral student in practical theology / spiritual care @C\_Lincoln\_Univ.",87,itsalldhamma,en,1048,"Katherine Rand",http://sharanam.tumblr.com,"2010-10-28 15:29:04","Pacific Time (US & Canada)",1,NULL,NULL,NULL
4591,0,265845320745885697,16913895,"DFD @joelle_gamble writes LIVE on @PolicyMic about Props 34 and 36 facing national reprecussions. #RooRxn
http://t.co/5yTY47mq",NULL,VivaRoosevelt,NULL,NULL,NULL,NULL,0,,"2012-11-06 15:57:18",0,NULL,NULL,NULL,web,0,NULL,0,NULL,NULL,,4591,16913895,0,http://a0.twimg.com/profile_images/362843901/R_short_logo_normal.jpg,0,1702,0,"New York City",105,-18000,4900,"We engage new generations in a unique form of progressive activism that empowers young people as leaders and promotes their ideas for change.",812,VivaRoosevelt,en,27,"Roosevelt Network",http://www.rooseveltcampusnetwork.org,"2008-10-22 22:08:53","Eastern Time (US & Canada)",1,NULL,NULL,NULL
4592,0,265847491864444931,921729164,"RT @Fitz_5: Ce soir la Californie votera sur la proposition 34 visant a y abolir la peine de mort.",NULL,Yello_Fox,NULL,NULL,NULL,NULL,0,,"2012-11-06 16:05:55",0,NULL,NULL,NULL,web,0,NULL,0,NULL,NULL,Fitz_5,4592,921729164,0,http://a0.twimg.com/sticky/default_profile_images/default_profile_6_normal.png,0,4,0,,0,0,82,,113,Yello_Fox,fr,1,thomas.fox,,"2012-11-02 20:30:42",,1,NULL,NULL,NULL
4597,0,265850033063223296,111061271,"RT @DaphneZuniga: Off to vote! Yes on props 34 36 37 no on 32. And for #BarackObama!!!! #WeThePeople!",NULL,HandANeighbours,NULL,NULL,NULL,NULL,0,,"2012-11-06 16:16:01",4,NULL,NULL,NULL,"Twitter for BlackBerry®",0,NULL,0,NULL,NULL,DaphneZuniga,4597,111061271,0,http://a0.twimg.com/profile_images/2800965858/71a380e0fc528563341109455f58a02f_normal.jpeg,0,656,0,England/Joypiter,5,0,47089,"Ewingster,Lincolnatic Harmanater,Neighbours,HAA,#OTH BJL, TylerH JamesL SophiaB Shantel,HilarieB JanaDM form Austin 28+29/7/12 + 2/10/12 tweet from Rob 25/8/12❤",1973,HandANeighbours,en,4968,"Nicola❤Joy Lenz OTH❤",,"2010-02-03 17:44:37",Casablanca,1,NULL,NULL,NULL
4598,0,265850057432129536,176399599," RT @DaphneZuniga: Off to vote! Yes on props 34 36 37 no on 32. And for #BarackObama!!!! #WeThePeople!",NULL,GhostWriter556,NULL,NULL,NULL,NULL,0,,"2012-11-06 16:16:07",0,NULL,NULL,NULL,HootSuite,0,NULL,0,NULL,NULL,DaphneZuniga,4598,176399599,0,http://a0.twimg.com/profile_images/1111651165/Caley_normal.JPG,0,2172,0,"Honolulu, HI",133,-36000,148486,"Love Poetry, Music, Writing, Technology.

I May Not Have Everything I Would Like To Have.....But I Am Truly Grateful For Everything I Do Have!",751,GhostWriter556,en,137256,GhostWriter556,,"2010-08-09 12:42:22",Hawaii,1,NULL,NULL,NULL
4600,0,265852551776329728,72381316,"RT @DaphneZuniga: Off to vote! Yes on props 34 36 37 no on 32. And for #BarackObama!!!! #WeThePeople!",NULL,Maiqu20,NULL,NULL,NULL,NULL,0,,"2012-11-06 16:26:02",12,NULL,NULL,NULL,"Twitter for iPhone",0,NULL,0,NULL,NULL,DaphneZuniga,4600,72381316,0,http://a0.twimg.com/profile_images/1700802810/12203_normal.jpg,0,377,0,"Gotham City",33,-21600,68237,"Coffee Addict, Rambling Queen, Member of the Hale Pack, and Part of the Kill Gwen Squad ... ",854,Maiqu20,en,78,"Maii ☮",http://www.youtube.com/user/Maiqu20,"2009-09-07 21:03:28","Mexico City",1,NULL,NULL,NULL
4602,0,265854388675952641,237838921,"RT @iRepLALakers: Yes on Props 34 &amp; 36 in #California! #Election2012",NULL,Choco_La_Tae,NULL,NULL,NULL,NULL,0,,"2012-11-06 16:33:20",1,NULL,NULL,NULL,Echofon,0,NULL,0,NULL,NULL,iRepLALakers,4602,237838921,0,http://a0.twimg.com/profile_images/2749333434/fa8514b3eb397207c02ef1ea40dbff7b_normal.jpeg,0,3564,0,"La la land",75,-28800,87934,"Choco\_La\_Tae • Made in the bay, connoisseur of big tree blowin, thick like the sunday newspaper, follow me you wont get lost • #teamdiamond ",2932,Choco_La_Tae,en,212,"Hershey Kisses ",,"2011-01-13 19:14:24","Pacific Time (US & Canada)",1,NULL,NULL,NULL
4605,0,265855432122306560,9830312,"#ivoted for Props 30, 34, 36, 37, 39, and 40",NULL,carlmanaster,NULL,NULL,NULL,NULL,0,,"2012-11-06 16:37:29",0,NULL,NULL,NULL,web,0,NULL,0,NULL,NULL,,4605,9830312,0,http://a0.twimg.com/profile_images/77060649/cjm_normal.jpg,1,123,0,"San Diego",7,-28800,1452,"Liberal, Democrat, Agile Programmer",100,carlmanaster,en,9,carlmanaster,,"2007-10-31 17:23:12","Pacific Time (US & Canada)",1,NULL,NULL,NULL
4606,0,265860143135207424,156225999,"Proposition 34 in California to abolish the death penalty and commute all current death row sentences to life. #teachban2012 #election2012",NULL,jennybdaly,NULL,NULL,NULL,NULL,0,,"2012-11-06 16:56:12",0,NULL,NULL,NULL,web,0,NULL,0,NULL,NULL,,4606,156225999,0,http://a0.twimg.com/profile_images/1168462111/obamame_normal.png,0,180,0,Ireland,4,0,8460,"Nothing good gets away.
(WARNING: occasional excessive tweeting about sports. And politics. And books. Sometimes music. And other stuff...)",264,jennybdaly,en,57,"Jenny Daly",,"2010-06-16 10:20:54",Dublin,1,NULL,NULL,NULL
4632,0,265882735602724864,393575386,"RT @sweetangelface: MoveOn members are recommending ""Yes"" votes on Propositions 30, 34, 36 &amp; 37 &amp;  ""No"" vote on Proposition 32.  ...",NULL,JerryTetalman,NULL,NULL,NULL,NULL,0,,"2012-11-06 18:25:58",3,NULL,NULL,NULL,TweetDeck,0,NULL,0,NULL,NULL,sweetangelface,4632,393575386,0,http://a0.twimg.com/profile_images/2703149856/09e6b0ab23b9c81fb81e8b4b17c70165_normal.png,0,889,0,"Carlsbad, CA",32,-28800,943,"Congressional Democratic Candidate, CA's 49th District challenging Rep. Darrell Issa. Supporting Prosperity,Security, Sustainability

",985,JerryTetalman,en,22,"Jerry for Congress",http://jerryforcongress2012.com/,"2011-10-18 19:01:17","Pacific Time (US & Canada)",1,"Jerry for Congress",JerryTetalman,mention
4649,0,265904628380606464,345220331,"RT @mixedwithacid: #OBAMA, NO on PROPS 30,31,32,34,37,38 &amp; YES on PROPS 33, 35,36,39 , 40 ... GET OUT &amp; VOTE!!!",NULL,PEACEFULLYm3,NULL,NULL,NULL,NULL,0,,"2012-11-06 19:52:58",0,NULL,NULL,NULL,"Twitter for iPhone",0,NULL,0,NULL,NULL,mixedwithacid,4649,345220331,0,http://a0.twimg.com/profile_images/2544350542/image_normal.jpg,0,152,0,"my own realm....",2,-28800,3393,"love god then your self don't be foolish to get sucked up in the physical world but get in deep with the spiritual world ",118,PEACEFULLYm3,en,73,"I AM ME!",,"2011-07-30 07:05:31","Pacific Time (US & Canada)",1,NULL,NULL,NULL
4659,0,265917802144210944,20721481,"Voted no on Prop. 234 which would allow Furbies to be counted as dependents.",NULL,rynsmith,NULL,NULL,NULL,NULL,0,,"2012-11-06 20:45:19",0,NULL,NULL,NULL,"Twitter for Mac",0,NULL,0,NULL,NULL,,153,20721481,0,http://a0.twimg.com/profile_images/2208436460/image_normal.jpg,0,357,0,"Stillwater, OK",6,-25200,2904,Human.,297,rynsmith,en,5,"Ryan Smith",http://facebook.com/ryansface,"2009-02-12 21:35:14","Mountain Time (US & Canada)",1,"Ryan Smith",rynsmith,mention
4668,0,265934035262533632,101087043,"Theres also the usual mix of local &amp; state-wide propositions, I’ll be keeping an eye on California Proposition 34; ending the death penalty",NULL,SNPdavid,NULL,NULL,NULL,NULL,0,,"2012-11-06 21:49:49",0,NULL,NULL,NULL,web,0,NULL,0,NULL,NULL,,4668,101087043,0,http://a0.twimg.com/profile_images/2288073594/bpvzkn57jjq5psn86c9i_normal.jpeg,1,1364,0,"Glasgow, Scotland",53,0,6444,"Glasgow Councillor for @TheSNP in Greater Pollok,  Communities Spokesperson @GlasgowSNP Business Manager. ComEd student @UniStrathclyde Tweets = personal views",1335,SNPdavid,en,13,"David McDonald",http://www.facebook.com/CllrDavidMcDonald,"2010-01-01 23:48:52",,1,"David McDonald",SNPdavid,mention
4681,0,265959247886565377,101105349,"Proposition 34: Should hockey fans stop complaining about basketball? Yes or Yes",NULL,Dunkfaced,NULL,NULL,NULL,NULL,0,,"2012-11-06 23:30:00",0,NULL,NULL,NULL,web,0,NULL,0,NULL,NULL,,4681,101105349,0,http://a0.twimg.com/profile_images/2787370550/07c5185df4b357b0410f2245602df71b_normal.jpeg,1,338,0,Boston,24,-18000,17017,"17 year old from the Boston area.
Soon to be a college student majoring in Journalism.",491,Dunkfaced,en,1,Dunkfaced,http://dunkfaced.wordpress.com/,"2010-01-02 01:36:25","Eastern Time (US & Canada)",1,NULL,NULL,NULL
4696,0,265263512778076160,390244620,"Proposition 34 would have been easier to decide on without the gratuitous $100M for law enforcement.",NULL,EthanLMiller,NULL,NULL,NULL,NULL,0,,"2012-11-05 01:25:24",0,NULL,NULL,NULL,"Sociable for iPhone",0,NULL,0,NULL,NULL,,4696,390244620,0,http://a0.twimg.com/profile_images/1586727242/elm-big_normal.jpg,0,5,0,"Santa Cruz, CA",0,-28800,3,,10,EthanLMiller,en,0,"Ethan Miller",http://www.ethanmiller.com/,"2011-10-13 17:49:22","Pacific Time (US & Canada)",1,NULL,NULL,NULL
4729,0,265337141784113152,595352203,"RT @GabrielScally: Also on California ballot Tues is Prop. 34 to abolish death penalty. Currently 728 on death row. Life imprisonment ch ...",NULL,doctorblooz,NULL,NULL,NULL,NULL,0,,"2012-11-05 06:17:58",3,NULL,NULL,NULL,"Twitter for iPhone",0,NULL,0,NULL,NULL,GabrielScally,4729,595352203,0,http://a0.twimg.com/profile_images/2442194142/9zqbn1ntqz0haepquozc_normal.jpeg,1,214,0,"Sandwell,West Midlands, UK",4,3600,2511,"Public health physician, blues harmonica player,  Cricket lover,Vice president UK Faculty of Public Health",323,doctorblooz,en,10,"john middleton",http://www.drharp.co.uk,"2012-05-31 09:50:17",Brussels,1,NULL,NULL,NULL
4760,0,265469745753636864,580334693,"Proposition 34, on death penalty, could bring emotional relief to many http://t.co/ZrExCbox",NULL,CAStateReform,NULL,NULL,NULL,NULL,0,,"2012-11-05 15:04:54",0,NULL,NULL,NULL,@CAStateReform,0,NULL,0,NULL,NULL,,10,580334693,0,http://a0.twimg.com/sticky/default_profile_images/default_profile_1_normal.png,0,1,0,,0,-25200,6337,,0,CAStateReform,en,0,"CA State of Reform",,"2012-05-14 23:26:08",Arizona,1,NULL,NULL,NULL
4761,0,265470014486876161,300456397,"RT @DERepeal: serial killers lone survivor, Rose Steward, is torn by conscience but backs Prop. 34 to replace the #deathpenalty #Yeson34...",NULL,AnnaMaslin,NULL,NULL,NULL,NULL,0,,"2012-11-05 15:05:58",4,NULL,NULL,NULL,web,0,NULL,0,NULL,NULL,DERepeal,4761,300456397,0,http://a0.twimg.com/profile_images/2761929179/3b927e98801416ad835a08e49d8e8f03_normal.png,0,36182,0,UK,14,3600,2352,"Wife, Mother of many, Author, Someone who has been working globally on Health, Human Rights & International Development for 30 years.",3610,AnnaMaslin,en,9,"Prof.  Anna Maslin",http://www.amazon.co.uk/-/e/B0087OVH94,"2011-05-17 19:59:20",Amsterdam,1,NULL,NULL,NULL
4810,0,265522037542514688,526828762,"Yes on Proposition 34",NULL,Tataatott,NULL,NULL,NULL,NULL,0,,"2012-11-05 18:32:42",0,NULL,NULL,NULL,Echofon,0,NULL,0,NULL,NULL,,4810,526828762,0,http://a0.twimg.com/profile_images/2810874522/005b7718541f56066f8a75e721cb0618_normal.jpeg,0,363,0,Antioch/Vallejo,1,-25200,7568,"Tatjana. 
Student Athlete.

#goldenstatewarriors ",182,Tataatott,en,15,GermanChocolateCake,,"2012-03-16 21:52:16",Arizona,1,NULL,NULL,NULL
4840,0,265549263306637312,13464102,"Suggestion to Cal voters: NO on Props 30 - 33, YES on 34, NO on 35 - 39, Yes on 40 http://t.co/Lmm0VJsD #California #election2012",NULL,arrafiq,NULL,NULL,NULL,NULL,0,,"2012-11-05 20:20:52",0,NULL,NULL,NULL,"Twitter for iPhone",0,...,0,...,...,,4840,13464102,0,http://a0.twimg.com/profile_images/2546784408/x2o5gz004oqlzgxo7qeh_normal.jpeg,1,2053,0,"Silicon Valley & Karachi",69,-28800,13594,"Serial Entrepreneur, Technologists, Enabler | Product Dev Mgr Inspurate Systems (@INSPURATE) | Exec Comm Member @OPENSV since 2005 | founder @SARelief",387,arrafiq,en,874,"AR Rafiq",http://www.arrafiq.com,"2008-02-14 08:25:57","Pacific Time (US & Canada)",1,NULL,NULL,NULL
4844,0,265551774436425728,49835691,"RT @jess_nnz: #CA Measures
No on Props 30 34 35 36 37 38 39
Yes on Props 31 32 33 40
NO on props 30 &amp; 38 NO MORE TAX INCREASES PERIO ...",NULL,BushwackCA,NULL,NULL,NULL,NULL,0,,"2012-11-05 20:30:51",0,NULL,NULL,NULL,web,0,NULL,0,NULL,NULL,jess_nnz,4844,49835691,0,http://a0.twimg.com/profile_images/278024201/bow4_normal.jpg,0,1013,0,"The PROK (Kalifornia)",18,-25200,9491,"Conservative, tea party supporting, gun/bow hunter gatherer, Still married 2luvofmylife 26yrs and counting, 2 boys all grown up, 1 granddaughter, 4 dogs. ",1003,BushwackCA,en,26,Robert,,"2009-06-23 01:08:23",Arizona,1,NULL,NULL,NULL
